DragonDragon,RPG,10702,57
DragonDragon,Acción,7273,82
DragonDragon,Estrategia,34270,32
WarriorEmpire,Acción,39241,62
QuestEmpire,Estrategia,9173,28
LegendsWarrior,RPG,69098,93
EmpireLegends,Aventura,21380,47
GalaxyWarrior,Aventura,54970,87
QuestWarrior,Deportes,31632,88
QuestLegends,Acción,6237,4
DragonDragon,Deportes,41989,96
DragonEmpire,Estrategia,67991,63
WarriorEmpire,RPG,35388,5
DragonGalaxy,Acción,50374,80
GalaxyGalaxy,Deportes,23405,7
WarriorQuest,Simulación,6128,59
WarriorLegends,RPG,6715,46
LegendsLegends,Aventura,54825,40
WarriorWarrior,Acción,42203,58
EmpireDragon,Acción,44659,20
QuestLegends,RPG,19517,61
LegendsGalaxy,Deportes,59934,7
GalaxyWarrior,Acción,11389,100
DragonWarrior,RPG,19343,15
QuestDragon,RPG,49,74
GalaxyQuest,Simulación,3795,100
QuestDragon,Deportes,10631,57
GalaxyEmpire,Deportes,41349,16
QuestQuest,RPG,16269,78
LegendsGalaxy,RPG,23801,50
EmpireQuest,Estrategia,6120,29
DragonGalaxy,RPG,57383,24
LegendsEmpire,Aventura,37380,73
EmpireLegends,Aventura,45971,97
DragonLegends,Estrategia,49634,27
QuestGalaxy,Deportes,17692,77
WarriorQuest,RPG,2186,77
GalaxyDragon,Estrategia,35429,80
WarriorWarrior,Aventura,19403,3
WarriorEmpire,Simulación,1998,47
QuestWarrior,Acción,57473,61
EmpireGalaxy,Simulación,40406,39
QuestLegends,Deportes,36983,26
QuestEmpire,RPG,68476,41
WarriorLegends,Estrategia,19376,66
WarriorLegends,Deportes,38339,63
LegendsWarrior,Estrategia,26469,71
GalaxyDragon,RPG,3429,9
QuestGalaxy,Aventura,43922,86
EmpireLegends,RPG,24768,82
QuestGalaxy,Simulación,42738,81
EmpireLegends,Deportes,50764,62
DragonDragon,RPG,34381,37
DragonWarrior,Deportes,39796,90
DragonWarrior,Simulación,58570,67
LegendsQuest,Estrategia,68417,6
EmpireQuest,Deportes,15727,20
EmpireDragon,Simulación,5833,83
GalaxyWarrior,Deportes,65980,53
GalaxyLegends,Estrategia,33797,22
LegendsQuest,Estrategia,63737,96
EmpireDragon,Aventura,9608,35
GalaxyLegends,Simulación,61819,62
DragonWarrior,Simulación,33855,90
WarriorGalaxy,Aventura,26866,0
DragonQuest,Simulación,17311,74
DragonDragon,Aventura,64725,47
QuestGalaxy,Deportes,68629,70
EmpireGalaxy,Simulación,68669,88
GalaxyWarrior,RPG,33317,11
DragonDragon,Acción,29342,37
DragonQuest,Estrategia,44946,81
LegendsDragon,Acción,36062,22
EmpireWarrior,Deportes,65266,35
WarriorLegends,Deportes,12582,3
QuestLegends,Deportes,2083,3
LegendsEmpire,Estrategia,40410,96
GalaxyQuest,Aventura,51750,65
LegendsLegends,Estrategia,39665,81
WarriorLegends,Simulación,18225,26
EmpireLegends,Acción,16222,56
EmpireGalaxy,Aventura,32349,95
WarriorEmpire,Deportes,63385,31
WarriorDragon,RPG,17428,100
DragonEmpire,Estrategia,42210,32
GalaxyLegends,Estrategia,14833,22
GalaxyWarrior,Acción,61483,88
DragonEmpire,RPG,35515,14
QuestQuest,Estrategia,56276,25
LegendsWarrior,Estrategia,17587,24
EmpireQuest,Estrategia,69227,79
GalaxyQuest,RPG,44644,50
EmpireWarrior,Acción,12469,80
QuestEmpire,Aventura,29014,27
LegendsEmpire,RPG,62561,58
DragonWarrior,Simulación,63692,46
QuestEmpire,Simulación,59478,89
LegendsWarrior,Deportes,41277,39
DragonLegends,Simulación,43953,67
WarriorEmpire,RPG,60889,70
QuestWarrior,Aventura,61407,31
EmpireGalaxy,Estrategia,22612,42
EmpireLegends,RPG,17722,90
EmpireGalaxy,Simulación,528,7
GalaxyEmpire,Acción,57357,68
EmpireGalaxy,Deportes,6311,100
DragonQuest,Simulación,45355,54
DragonDragon,RPG,4711,35
DragonQuest,RPG,37788,75
QuestGalaxy,Acción,8309,57
DragonLegends,Deportes,64170,48
WarriorGalaxy,Aventura,15011,96
QuestWarrior,Acción,50386,8
LegendsEmpire,Simulación,54005,18
LegendsGalaxy,RPG,68993,28
DragonWarrior,RPG,50904,19
EmpireEmpire,Deportes,25573,99
EmpireQuest,RPG,2420,63
QuestEmpire,Acción,37884,66
QuestQuest,RPG,38176,48
DragonQuest,Estrategia,39619,4
EmpireQuest,RPG,43883,40
DragonDragon,RPG,29806,54
QuestQuest,Estrategia,4361,24
QuestEmpire,Simulación,32620,37
QuestLegends,RPG,43746,69
LegendsWarrior,Acción,11790,6
EmpireWarrior,Deportes,64473,63
QuestGalaxy,RPG,52299,90
QuestLegends,Aventura,42713,50
QuestLegends,Deportes,50982,60
EmpireQuest,Aventura,56350,63
EmpireGalaxy,Acción,46805,35
WarriorGalaxy,RPG,55192,82
GalaxyQuest,Simulación,53118,78
GalaxyLegends,Acción,4691,67
WarriorLegends,Deportes,39097,31
DragonEmpire,Deportes,20090,83
GalaxyDragon,Acción,18888,56
QuestQuest,Simulación,22266,11
GalaxyQuest,Acción,66063,39
WarriorGalaxy,Estrategia,10668,7
QuestDragon,Simulación,11404,35
LegendsWarrior,Aventura,40178,72
QuestWarrior,Estrategia,18449,15
DragonQuest,Deportes,36782,99
GalaxyWarrior,Acción,9835,94
GalaxyGalaxy,RPG,30881,47
WarriorWarrior,Deportes,3935,70
QuestLegends,Deportes,21010,26
DragonQuest,RPG,61782,6
QuestDragon,Aventura,47597,55
QuestEmpire,RPG,9878,36
QuestLegends,RPG,25360,5
LegendsLegends,Acción,20652,64
WarriorEmpire,RPG,54583,57
WarriorEmpire,Estrategia,24997,70
EmpireQuest,Aventura,58578,66
WarriorEmpire,Aventura,20644,2
LegendsLegends,Aventura,12901,82
DragonDragon,Aventura,56165,8
LegendsGalaxy,Aventura,4119,36
WarriorQuest,Acción,44572,2
LegendsWarrior,Acción,64691,53
DragonLegends,Acción,4544,73
DragonEmpire,Estrategia,20634,7
QuestLegends,Aventura,44979,37
WarriorWarrior,Estrategia,40598,86
GalaxyLegends,Aventura,4479,34
WarriorEmpire,Estrategia,38339,52
LegendsLegends,RPG,24372,8
DragonLegends,RPG,11599,36
LegendsWarrior,Simulación,36605,53
QuestQuest,Acción,38604,62
GalaxyQuest,RPG,27074,42
LegendsGalaxy,Deportes,59429,7
LegendsEmpire,Acción,29371,99
EmpireDragon,Acción,63320,40
QuestDragon,Simulación,43778,73
DragonEmpire,Deportes,31434,61
WarriorGalaxy,Estrategia,68303,75
LegendsLegends,RPG,5404,65
GalaxyEmpire,Estrategia,21646,82
DragonDragon,Simulación,36896,78
GalaxyEmpire,Simulación,61459,3
GalaxyWarrior,RPG,1437,12
LegendsWarrior,Simulación,61461,10
QuestDragon,Deportes,11292,40
LegendsEmpire,Deportes,45902,32
WarriorDragon,Acción,66462,57
EmpireLegends,Acción,22572,39
EmpireQuest,Aventura,69376,59
DragonEmpire,Acción,62518,45
WarriorGalaxy,Deportes,49350,63
DragonEmpire,Simulación,18687,96
LegendsGalaxy,Acción,16732,63
QuestGalaxy,RPG,3980,16
LegendsGalaxy,Estrategia,24040,82
DragonWarrior,Acción,69878,94
EmpireDragon,Estrategia,62298,9
EmpireWarrior,RPG,12113,98
EmpireGalaxy,Acción,17086,55
LegendsLegends,RPG,58152,19
QuestEmpire,Simulación,30000,0
DragonDragon,RPG,30007,4
EmpireQuest,Deportes,20661,44
LegendsGalaxy,Acción,53932,49
GalaxyQuest,Acción,61174,20
DragonQuest,Estrategia,29759,14
EmpireWarrior,Aventura,3472,75
GalaxyLegends,Estrategia,1885,51
DragonEmpire,Acción,48619,6
GalaxyEmpire,Deportes,30199,59
DragonLegends,Acción,16315,40
QuestQuest,Aventura,54913,72
GalaxyGalaxy,Estrategia,2664,9
QuestLegends,Estrategia,67596,68
GalaxyWarrior,Aventura,38801,39
QuestEmpire,Simulación,67015,66
LegendsQuest,RPG,16553,50
WarriorDragon,RPG,47625,53
QuestLegends,Estrategia,424,22
LegendsLegends,Simulación,61807,37
LegendsDragon,Simulación,36433,14
QuestEmpire,Aventura,37435,50
DragonGalaxy,Aventura,4723,1
WarriorEmpire,Aventura,35227,15
GalaxyGalaxy,Aventura,22526,39
WarriorQuest,Acción,21387,71
QuestQuest,Acción,27329,63
QuestDragon,Aventura,69942,21
WarriorGalaxy,Estrategia,46332,56
QuestEmpire,RPG,1009,59
DragonGalaxy,RPG,47491,7
WarriorWarrior,RPG,34627,29
DragonGalaxy,RPG,13497,72
GalaxyQuest,Simulación,55501,36
LegendsEmpire,Acción,22231,64
GalaxyDragon,Aventura,1632,73
GalaxyQuest,Acción,58632,35
EmpireWarrior,Simulación,28755,43
GalaxyEmpire,Acción,13300,52
DragonGalaxy,Deportes,19112,3
DragonQuest,Acción,25287,90
DragonWarrior,Simulación,60680,49
DragonWarrior,Simulación,40421,16
WarriorLegends,Simulación,3363,35
WarriorQuest,RPG,52243,44
WarriorDragon,Estrategia,1224,27
GalaxyEmpire,RPG,68644,13
QuestDragon,Aventura,11419,16
DragonWarrior,Acción,65844,46
GalaxyQuest,RPG,65438,51
LegendsLegends,RPG,3265,63
QuestQuest,Acción,67313,83
EmpireLegends,Deportes,29641,2
GalaxyDragon,Estrategia,60390,40
LegendsWarrior,Simulación,65395,72
QuestGalaxy,Aventura,48356,83
LegendsWarrior,Acción,21790,54
QuestQuest,Acción,37991,58
LegendsQuest,Deportes,45663,100
EmpireQuest,RPG,68697,86
GalaxyGalaxy,Aventura,29813,59
GalaxyLegends,Simulación,22714,51
WarriorEmpire,Deportes,65708,34
GalaxyQuest,RPG,34239,65
LegendsLegends,Estrategia,24805,55
LegendsWarrior,RPG,45263,7
WarriorQuest,Estrategia,14976,5
QuestWarrior,Estrategia,30462,12
LegendsGalaxy,RPG,63847,0
WarriorQuest,Deportes,13378,97
WarriorDragon,Deportes,30395,17
EmpireDragon,Simulación,23585,49
EmpireQuest,Simulación,64450,9
GalaxyQuest,Acción,61190,1
QuestLegends,RPG,57194,25
GalaxyQuest,Estrategia,34806,61
LegendsGalaxy,Simulación,35078,45
WarriorEmpire,Deportes,53266,43
WarriorDragon,Acción,228,38
WarriorDragon,RPG,66316,39
DragonEmpire,Deportes,44721,91
QuestLegends,Simulación,63812,27
QuestWarrior,Acción,59658,60
DragonWarrior,Simulación,46830,48
WarriorDragon,Estrategia,68788,17
QuestGalaxy,Estrategia,67502,68
DragonEmpire,Estrategia,42889,39
DragonWarrior,Acción,13335,99
WarriorGalaxy,RPG,13450,49
WarriorLegends,RPG,65883,93
DragonGalaxy,RPG,27341,1
WarriorQuest,RPG,32376,15
GalaxyWarrior,Estrategia,41287,69
WarriorEmpire,RPG,59551,20
EmpireQuest,Acción,40430,72
QuestGalaxy,Deportes,54622,34
EmpireGalaxy,Deportes,57407,80
WarriorDragon,Deportes,9812,55
WarriorGalaxy,Simulación,49714,100
QuestLegends,Estrategia,28100,40
EmpireWarrior,Simulación,30408,58
WarriorQuest,RPG,19128,71
QuestWarrior,Estrategia,54210,38
EmpireGalaxy,Acción,5827,25
GalaxyQuest,Aventura,22813,47
DragonDragon,Estrategia,31787,54
WarriorEmpire,Aventura,46214,10
WarriorGalaxy,Aventura,19701,11
GalaxyDragon,Aventura,10101,13
DragonDragon,Simulación,69186,49
GalaxyQuest,Aventura,30527,53
LegendsLegends,Deportes,44712,99
GalaxyEmpire,RPG,41102,24
GalaxyGalaxy,Deportes,18543,61
DragonGalaxy,RPG,30111,22
QuestLegends,Aventura,60148,49
EmpireQuest,Deportes,35387,20
LegendsLegends,Simulación,35168,46
LegendsDragon,RPG,39789,15
EmpireWarrior,Estrategia,24775,62
LegendsQuest,Acción,48317,6
LegendsQuest,RPG,6601,37
EmpireLegends,Deportes,64754,39
WarriorDragon,Acción,31305,63
QuestGalaxy,Deportes,18372,21
GalaxyDragon,Deportes,48140,73
EmpireLegends,Acción,25400,58
LegendsDragon,Acción,52786,96
DragonLegends,Simulación,21957,48
QuestQuest,Deportes,7988,49
QuestDragon,RPG,38772,72
DragonEmpire,Deportes,61337,88
GalaxyLegends,RPG,34326,40
QuestEmpire,Acción,44503,80
WarriorDragon,Aventura,52123,55
EmpireDragon,Simulación,618,79
EmpireGalaxy,Acción,28019,83
GalaxyLegends,Aventura,32313,60
LegendsLegends,Acción,8781,71
GalaxyDragon,Simulación,60014,99
LegendsGalaxy,Aventura,39857,63
EmpireWarrior,Aventura,29202,26
LegendsLegends,Aventura,5026,65
LegendsWarrior,Estrategia,30166,51
DragonQuest,RPG,61224,34
GalaxyWarrior,RPG,8396,54
GalaxyLegends,Deportes,20609,27
GalaxyWarrior,Estrategia,17630,18
DragonQuest,Simulación,68797,73
WarriorWarrior,Aventura,48181,91
EmpireWarrior,RPG,6976,9
GalaxyDragon,Estrategia,4539,17
QuestEmpire,Aventura,51956,28
GalaxyEmpire,Acción,46808,14
GalaxyQuest,Deportes,51003,54
GalaxyDragon,RPG,54082,42
GalaxyWarrior,Acción,10059,47
LegendsQuest,Estrategia,55750,27
QuestQuest,Acción,24745,19
EmpireEmpire,Simulación,57788,50
WarriorEmpire,Simulación,37731,60
QuestDragon,RPG,12375,86
LegendsDragon,Acción,4774,39
LegendsLegends,Aventura,69745,3
EmpireLegends,Aventura,45196,21
GalaxyWarrior,RPG,16221,63
LegendsQuest,RPG,6739,13
DragonQuest,Estrategia,43658,71
LegendsLegends,Aventura,12000,67
QuestEmpire,RPG,48436,28
WarriorLegends,Aventura,63586,63
LegendsGalaxy,Simulación,67072,90
DragonWarrior,Estrategia,8774,62
QuestLegends,Simulación,533,100
QuestQuest,Aventura,38377,29
QuestQuest,Aventura,52391,100
QuestEmpire,Acción,48747,74
LegendsGalaxy,Deportes,17801,39
DragonGalaxy,RPG,47867,45
QuestGalaxy,Acción,42030,80
DragonDragon,RPG,54886,55
QuestLegends,RPG,66646,85
DragonQuest,Acción,13651,83
EmpireLegends,Deportes,21242,90
LegendsWarrior,Simulación,12579,50
DragonGalaxy,Acción,67419,37
LegendsEmpire,Simulación,45389,14
QuestEmpire,Simulación,30443,8
WarriorGalaxy,RPG,36577,60
WarriorLegends,Deportes,4103,61
DragonWarrior,Aventura,3280,100
EmpireQuest,Aventura,21171,57
EmpireWarrior,Acción,24811,51
WarriorWarrior,Deportes,58225,6
EmpireEmpire,Simulación,36718,23
GalaxyQuest,Acción,2419,40
DragonGalaxy,Aventura,68782,80
GalaxyGalaxy,Simulación,25395,45
LegendsDragon,Acción,65172,60
EmpireEmpire,Acción,51164,99
DragonLegends,RPG,55855,63
EmpireDragon,RPG,18271,48
GalaxyWarrior,Simulación,59335,28
DragonLegends,Acción,50573,79
GalaxyWarrior,RPG,49284,95
QuestGalaxy,Simulación,13290,24
WarriorDragon,Aventura,67604,54
GalaxyGalaxy,RPG,59296,51
EmpireQuest,Acción,14860,74
GalaxyLegends,RPG,56597,67
LegendsEmpire,Simulación,33232,86
EmpireWarrior,Estrategia,39312,43
GalaxyQuest,Aventura,15499,19
WarriorWarrior,Deportes,53028,70
QuestWarrior,Simulación,2095,28
LegendsGalaxy,RPG,5048,84
GalaxyDragon,Acción,13192,84
GalaxyQuest,Aventura,30910,57
DragonWarrior,Aventura,35661,43
GalaxyDragon,Deportes,67233,75
WarriorQuest,Simulación,24220,16
WarriorGalaxy,Deportes,64145,62
LegendsWarrior,Acción,17461,1
DragonQuest,Acción,10859,1
LegendsWarrior,Acción,6959,13
LegendsQuest,Deportes,21578,87
GalaxyGalaxy,Acción,47628,35
LegendsDragon,Estrategia,64497,50
GalaxyDragon,Simulación,55044,59
WarriorLegends,RPG,68166,7
EmpireDragon,RPG,65992,38
EmpireEmpire,RPG,59117,1
LegendsQuest,Estrategia,3022,5
DragonWarrior,Acción,50318,52
QuestGalaxy,Simulación,31449,12
WarriorDragon,Aventura,16591,13
WarriorGalaxy,RPG,53945,76
WarriorDragon,Aventura,66526,9
EmpireLegends,Deportes,55938,43
EmpireLegends,Deportes,55446,97
LegendsQuest,Deportes,2326,46
EmpireWarrior,Simulación,40336,94
QuestQuest,Simulación,51419,7
GalaxyGalaxy,Acción,21981,98
WarriorEmpire,RPG,37996,5
LegendsWarrior,Estrategia,42853,20
LegendsWarrior,Simulación,24132,75
LegendsEmpire,Simulación,10303,97
EmpireWarrior,Acción,47957,43
LegendsWarrior,Estrategia,19129,66
EmpireWarrior,Deportes,45070,64
QuestLegends,Aventura,60072,98
QuestQuest,Simulación,20717,16
WarriorLegends,Deportes,23892,12
EmpireEmpire,Simulación,50506,29
LegendsDragon,Estrategia,59059,10
EmpireQuest,Estrategia,9287,67
GalaxyWarrior,Simulación,31197,19
WarriorGalaxy,Aventura,44650,18
GalaxyGalaxy,Estrategia,34859,10
EmpireDragon,Aventura,58073,40
LegendsLegends,Simulación,50255,39
WarriorLegends,Deportes,64694,29
DragonGalaxy,Estrategia,49209,13
DragonEmpire,RPG,3183,61
EmpireGalaxy,Simulación,25227,25
WarriorEmpire,Estrategia,7894,14
QuestWarrior,Simulación,58905,4
QuestQuest,Simulación,47612,84
QuestQuest,Estrategia,57935,82
GalaxyQuest,RPG,39219,97
GalaxyWarrior,Estrategia,11816,61
DragonWarrior,Estrategia,62712,4
DragonEmpire,RPG,36248,54
DragonQuest,Acción,25705,35
DragonDragon,Aventura,54381,28
WarriorGalaxy,RPG,35085,51
LegendsDragon,Aventura,65032,0
QuestGalaxy,Deportes,53401,93
EmpireGalaxy,Simulación,13459,100
WarriorWarrior,Simulación,11439,51
EmpireWarrior,Acción,24117,14
WarriorGalaxy,RPG,56187,100
QuestLegends,Acción,21904,6
EmpireDragon,Simulación,16344,54
DragonWarrior,Acción,6468,9
QuestGalaxy,Aventura,65996,41
GalaxyEmpire,RPG,31434,65
WarriorEmpire,Acción,8797,36
LegendsGalaxy,Deportes,68594,99
DragonDragon,RPG,39341,25
LegendsEmpire,RPG,51733,54
WarriorEmpire,Acción,8004,13
QuestQuest,RPG,66288,61
QuestGalaxy,RPG,40595,53
WarriorEmpire,Acción,36912,1
EmpireQuest,Estrategia,64951,8
QuestGalaxy,Estrategia,12163,56
LegendsLegends,Aventura,15018,86
LegendsWarrior,Simulación,10121,40
LegendsLegends,Simulación,65301,65
GalaxyGalaxy,Acción,25592,91
GalaxyQuest,Estrategia,18065,52
EmpireEmpire,Aventura,40079,73
GalaxyEmpire,Simulación,53479,44
LegendsGalaxy,Simulación,60051,25
EmpireLegends,Deportes,27957,9
LegendsWarrior,RPG,26442,60
EmpireWarrior,Simulación,45524,95
GalaxyLegends,Deportes,5552,24
EmpireLegends,Aventura,6372,87
QuestEmpire,Simulación,6656,2
DragonWarrior,Aventura,4240,70
QuestLegends,RPG,26765,23
DragonEmpire,Deportes,41703,61
GalaxyQuest,Aventura,18329,71
WarriorQuest,Simulación,24788,92
GalaxyEmpire,Estrategia,14479,11
QuestLegends,RPG,59703,77
WarriorWarrior,Aventura,46241,57
EmpireDragon,Deportes,67532,91
EmpireGalaxy,Estrategia,26719,34
LegendsLegends,Estrategia,57721,55
QuestWarrior,Deportes,35125,28
GalaxyQuest,Acción,28606,22
DragonQuest,Deportes,46788,42
DragonLegends,Acción,49274,12
QuestGalaxy,Simulación,11893,51
LegendsQuest,Acción,49587,55
GalaxyQuest,Simulación,61370,38
QuestLegends,Deportes,13317,35
QuestDragon,Acción,188,58
DragonWarrior,Acción,22279,37
GalaxyWarrior,Deportes,54429,64
DragonDragon,Estrategia,56374,12
GalaxyQuest,Simulación,9274,34
LegendsGalaxy,Deportes,1254,81
WarriorQuest,Acción,63289,47
GalaxyLegends,Estrategia,53247,57
WarriorWarrior,Simulación,15343,59
GalaxyEmpire,RPG,1072,82
GalaxyEmpire,Aventura,48622,21
QuestDragon,Aventura,52937,57
QuestWarrior,Aventura,39874,51
DragonEmpire,Deportes,6666,49
DragonLegends,Simulación,10070,38
GalaxyWarrior,RPG,28727,100
GalaxyEmpire,Simulación,896,5
DragonEmpire,Aventura,551,0
LegendsQuest,Simulación,61010,58
LegendsWarrior,Simulación,29099,55
WarriorDragon,Deportes,32837,42
GalaxyQuest,Estrategia,28600,45
LegendsDragon,RPG,63004,33
EmpireEmpire,Estrategia,56458,26
LegendsDragon,Acción,24471,98
GalaxyLegends,Estrategia,37636,39
QuestLegends,Deportes,36970,19
DragonGalaxy,Acción,39417,7
GalaxyDragon,RPG,21638,36
LegendsGalaxy,RPG,38663,0
EmpireGalaxy,RPG,48649,6
DragonEmpire,Simulación,40531,80
QuestGalaxy,Aventura,14691,24
WarriorEmpire,Simulación,49070,33
EmpireDragon,Acción,11765,59
EmpireQuest,Deportes,57770,29
LegendsLegends,Estrategia,28896,84
EmpireGalaxy,Estrategia,46834,39
GalaxyLegends,Simulación,59330,64
LegendsGalaxy,RPG,35231,80
EmpireDragon,Simulación,41857,65
QuestEmpire,Deportes,41320,23
GalaxyWarrior,Deportes,18482,29
LegendsGalaxy,Aventura,8994,85
GalaxyDragon,RPG,54372,67
LegendsEmpire,Estrategia,57694,56
QuestWarrior,Acción,50517,43
QuestEmpire,Aventura,4123,14
GalaxyDragon,Deportes,17195,45
DragonGalaxy,Acción,9376,17
LegendsQuest,Estrategia,37261,24
QuestEmpire,Estrategia,52679,83
WarriorLegends,Acción,8281,33
GalaxyWarrior,Deportes,45908,96
WarriorWarrior,Aventura,38861,6
GalaxyLegends,Estrategia,36647,35
QuestGalaxy,Deportes,42042,3
QuestEmpire,RPG,33467,26
WarriorWarrior,Simulación,18359,62
LegendsEmpire,Deportes,24114,41
EmpireLegends,Deportes,37426,100
DragonLegends,Estrategia,22445,75
GalaxyGalaxy,Simulación,16355,62
QuestLegends,Aventura,11405,67
DragonEmpire,RPG,45687,60
EmpireEmpire,Simulación,69158,96
DragonQuest,Deportes,60572,4
WarriorDragon,Acción,14326,82
LegendsQuest,Deportes,3276,26
EmpireGalaxy,Estrategia,32590,1
LegendsQuest,RPG,6425,61
GalaxyGalaxy,RPG,43151,96
QuestDragon,Acción,15402,48
DragonDragon,Acción,35863,30
LegendsWarrior,Deportes,47607,81
LegendsEmpire,Acción,26451,9
WarriorQuest,Simulación,50151,32
EmpireDragon,Deportes,11666,31
LegendsDragon,Estrategia,21886,20
GalaxyEmpire,Acción,56611,61
QuestEmpire,Deportes,3746,66
LegendsQuest,RPG,45992,97
GalaxyDragon,Deportes,27103,7
EmpireGalaxy,Aventura,14295,67
WarriorDragon,Simulación,4103,28
GalaxyDragon,Aventura,53780,54
LegendsQuest,RPG,37612,19
GalaxyDragon,Estrategia,56986,60
GalaxyLegends,RPG,31550,41
LegendsQuest,Acción,62792,13
GalaxyWarrior,RPG,18937,26
WarriorWarrior,Simulación,29041,48
GalaxyGalaxy,Estrategia,40533,94
QuestWarrior,Estrategia,46278,59
EmpireWarrior,Simulación,47882,61
LegendsWarrior,Deportes,39929,42
WarriorGalaxy,Simulación,26100,87
EmpireWarrior,Simulación,24101,88
EmpireEmpire,Estrategia,49597,67
LegendsWarrior,Aventura,66203,32
GalaxyLegends,Simulación,52672,13
GalaxyQuest,Acción,1631,15
QuestWarrior,Simulación,38842,52
GalaxyDragon,Acción,68506,80
GalaxyLegends,Simulación,39719,54
GalaxyDragon,Estrategia,60301,91
GalaxyGalaxy,Acción,54477,66
QuestDragon,Acción,64418,43
LegendsWarrior,RPG,9255,82
WarriorDragon,Deportes,45749,16
GalaxyQuest,Simulación,63425,6
GalaxyGalaxy,Deportes,2588,64
WarriorQuest,Estrategia,67878,34
DragonDragon,Aventura,48949,55
DragonQuest,Acción,21740,39
DragonWarrior,Deportes,67304,72
QuestWarrior,Aventura,60056,15
QuestQuest,RPG,42180,7
DragonDragon,Estrategia,45899,92
WarriorEmpire,Deportes,38297,44
EmpireWarrior,Deportes,1431,52
GalaxyWarrior,Deportes,48968,2
